**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20200315153544
Nombre de usuario: ACADEMICO\1144202885
Usuario RunAs: ACADEMICO\1144202885
Nombre de la configuración: 
Máquina: DESKTOP-O7EMF1E (Microsoft Windows NT 10.0.17763.0)
Aplicación host: C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe
Id. de proceso: 680
PSVersion: 5.1.17763.1007
Windows.WARP.JITService                                        2704
Windows.WARP.JITService                                        5872
WindowsInternal.ComposableShell.Experiences.TextInput.InputApp 2828
wininit                                                         444
winlogon                                                        504
WinStore.App                                                   3748
YourPhone                                                      5436
YourPhoneServer                                                4568


PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw -Property Name,Id,Responding 
>> ErrorTerminación(Format-Wide): "No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, System.Management.Automation.ScriptBlock}."
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, 
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw -Property Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String,
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw -Property Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw Name,Id,Responding 
>> ErrorTerminación(Format-Wide): "No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, System.Management.Automation.ScriptBlock}."
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, 
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String,
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> clear
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw -Property Name,Id,Responding | fw
>> ErrorTerminación(Format-Wide): "No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, System.Management.Automation.ScriptBlock}."
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, 
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw -Property Name,Id,Responding | fw
+               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String,
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw -Property Name,Id,Responding | fw
+               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw Nam








































































PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw Name


ApplicationFrameHost                                 bash
browser_broker                                       cmd
conhost                                              csrss
csrss                                                ctfmon
dasHost                                              dllhost
dllhost                                              dwm
explorer                                             fontdrvhost
fontdrvhost                                          git-bash
Idle                                                 lsass
Memory Compression                                   Microsoft.Photos
MicrosoftEdge                                        MicrosoftEdgeCP
MicrosoftEdgeCP                                      MicrosoftEdgeCP
MicrosoftEdgeSH                                      MsMpEng
NisSrv                                               notepad
OneDrive                                             powershell_ise
Registry                                             RuntimeBroker
RuntimeBroker                                        RuntimeBroker
RuntimeBroker                                        RuntimeBroker
RuntimeBroker                                        RuntimeBroker
RuntimeBroker                                        SearchIndexer
SearchUI                                             SecurityHealthService
SecurityHealthSystray                                services
SettingSyncHost                                      SgrmBroker
ShellExperienceHost                                  sihost
SkypeApp                                             SkypeBackgroundHost
smartscreen                                          smss
spoolsv                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              svchost
svchost                                              System
taskhostw                                            Windows.WARP.JITService
Windows.WARP.JITService                              WindowsInternal.ComposableShell.Experiences.Text...
wininit                                              winlogon
WinStore.App                                         YourPhone
YourPhoneServer


PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> clear
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | fw Name,Id,Responding
>> ErrorTerminación(Format-Wide): "No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, System.Management.Automation.ScriptBlock}."
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String, 
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
fw : No se puede convertir System.Object[] en uno de los tipos siguientes: {System.String,
System.Management.Automation.ScriptBlock}.
En línea: 1 Carácter: 15
+ Get-Process | fw Name,Id,Responding
+               ~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidArgument: (:) [Format-Wide], NotSupportedException
    + FullyQualifiedErrorId : DictionaryKeyUnknownType,Microsoft.PowerShell.Commands.FormatWideCommand
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | ft Name,Id,Responding -Wrap

Name                                                             Id Responding
----                                                             -- ----------
ApplicationFrameHost                                           5204       True
backgroundTaskHost                                             6172       True
bash                                                           3256       True
browser_broker                                                 5736       True
cmd                                                            4152       True
conhost                                                        4804       True
csrss                                                           376       True
csrss                                                           452       True
ctfmon                                                         4156       True
dasHost                                                        3056       True
dllhost                                                        1848       True
dllhost                                                        5792       True
dwm                                                             888       True
explorer                                                       4276       True
fontdrvhost                                                     704       True
fontdrvhost                                                     712       True
git-bash                                                       6348       True
Idle                                                              0       True
lsass                                                           580       True
Memory Compression                                             1292       True
Microsoft.Photos                                               3128       True
MicrosoftEdge                                                  5276       True
MicrosoftEdgeCP                                                5220       True
MicrosoftEdgeCP                                                6096       True
MicrosoftEdgeCP                                                6640       True
MicrosoftEdgeSH                                                6000       True
MsMpEng                                                        2448       True
NisSrv                                                         3308       True
notepad                                                        4756       True
OneDrive                                                       6440       True
powershell_ise                                                  680       True
Registry                                                         68       True
RuntimeBroker                                                  2384       True
RuntimeBroker                                                  3528       True
RuntimeBroker                                                  4392       True
RuntimeBroker                                                  4684       True
RuntimeBroker                                                  4896       True
RuntimeBroker                                                  5700       True
RuntimeBroker                                                  6424       True
RuntimeBroker                                                  6568       True
RuntimeBroker                                                  6824       True
SearchIndexer                                                  4424       True
SearchUI                                                       4888       True
SecurityHealthService                                          4848       True
SecurityHealthSystray                                          6340       True
services                                                        572       True
SettingSyncHost                                                5852       True
SgrmBroker                                                      140       True
ShellExperienceHost                                            5080       True
sihost                                                         1800       True
SkypeApp                                                       5340       True
SkypeBackgroundHost                                            6160       True
smartscreen                                                    6296       True
smss                                                            288       True
spoolsv                                                        1924       True
svchost                                                           8       True
svchost                                                         180       True
svchost                                                         312       True
svchost                                                         316       True
svchost                                                         368       True
svchost                                                         436       True
svchost                                                         544       True
svchost                                                         672       True
svchost                                                         688       True
svchost                                                         780       True
svchost                                                         792       True
svchost                                                         824       True
svchost                                                         828       True
svchost                                                         860       True
svchost                                                         964       True
svchost                                                        1040       True
svchost                                                        1064       True
svchost                                                        1084       True
svchost                                                        1120       True
svchost                                                        1196       True
svchost                                                        1204       True
svchost                                                        1216       True
svchost                                                        1256       True
svchost                                                        1344       True
svchost                                                        1352       True
svchost                                                        1368       True
svchost                                                        1452       True
svchost                                                        1500       True
svchost                                                        1512       True
svchost                                                        1572       True
svchost                                                        1604       True
svchost                                                        1612       True
svchost                                                        1624       True
svchost                                                        1640       True
svchost                                                        1740       True
svchost                                                        2004       True
svchost                                                        2036       True
svchost                                                        2112       True
svchost                                                        2120       True
svchost                                                        2144       True
svchost                                                        2160       True
svchost                                                        2184       True
svchost                                                        2196       True
svchost                                                        2208       True
svchost                                                        2228       True
svchost                                                        2260       True
svchost                                                        2276       True
svchost                                                        2312       True
svchost                                                        2344       True
svchost                                                        2352       True
svchost                                                        2360       True
svchost                                                        2460       True
svchost                                                        2508       True
svchost                                                        2580       True
svchost                                                        2588       True
svchost                                                        2620       True
svchost                                                        3016       True
svchost                                                        3032       True
svchost                                                        3544       True
svchost                                                        3672       True
svchost                                                        3728       True
svchost                                                        3736       True
svchost                                                        3936       True
svchost                                                        3952       True
svchost                                                        4076       True
svchost                                                        4108       True
svchost                                                        4988       True
svchost                                                        5136       True
svchost                                                        5344       True
svchost                                                        5368       True
svchost                                                        5716       True
svchost                                                        6852       True
svchost                                                        7064       True
System                                                            4       True
taskhostw                                                      1844       True
Windows.WARP.JITService                                        2704       True
Windows.WARP.JITService                                        5872       True
WindowsInternal.ComposableShell.Experiences.TextInput.InputApp 2828       True
wininit                                                         444       True
winlogon                                                        504       True
WinStore.App                                                   3748      False
YourPhone                                                      5436       True
YourPhoneServer                                                4568       True


PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | ft Name,Id,Responding -Wrap

Name                                                             Id Responding
----                                                             -- ----------
ApplicationFrameHost                                           5204       True
bash                                                           3256       True
browser_broker                                                 5736       True
cmd                                                            4152       True
conhost                                                        4804       True
csrss                                                           376       True
csrss                                                           452       True
ctfmon                                                         4156       True
dasHost                                                        3056       True
dllhost                                                        1848       True
dllhost                                                        5792       True
dwm                                                             888       True
explorer                                                       4276       True
fontdrvhost                                                     704       True
fontdrvhost                                                     712       True
git-bash                                                       6348       True
Idle                                                              0       True
lsass                                                           580       True
Memory Compression                                             1292       True
Microsoft.Photos                                               3128       True
MicrosoftEdge                                                  5276       True
MicrosoftEdgeCP                                                5220       True
MicrosoftEdgeCP                                                6096       True
MicrosoftEdgeCP                                                6640       True
MicrosoftEdgeSH                                                6000       True
MsMpEng                                                        2448       True
NisSrv                                                         3308       True
notepad                                                        4756       True
OneDrive                                                       6440       True
powershell_ise                                                  680       True
Registry                                                         68       True
RuntimeBroker                                                  2384       True
RuntimeBroker                                                  3528       True
RuntimeBroker                                                  4392       True
RuntimeBroker                                                  4684       True
RuntimeBroker                                                  4896       True
RuntimeBroker                                                  5700       True
RuntimeBroker                                                  6424       True
RuntimeBroker                                                  6824       True
SearchFilterHost                                               3172       True
SearchIndexer                                                  4424       True
SearchProtocolHost                                             6028       True
SearchUI                                                       4888       True
SecurityHealthService                                          4848       True
SecurityHealthSystray                                          6340       True
services                                                        572       True
SettingSyncHost                                                5852       True
SgrmBroker                                                      140       True
ShellExperienceHost                                            5080       True
sihost                                                         1800       True
SkypeApp                                                       5340       True
SkypeBackgroundHost                                            6160       True
smartscreen                                                    6296       True
smss                                                            288       True
spoolsv                                                        1924       True
svchost                                                           8       True
svchost                                                         180       True
svchost                                                         312       True
svchost                                                         316       True
svchost                                                         368       True
svchost                                                         436       True
svchost                                                         544       True
svchost                                                         672       True
svchost                                                         688       True
svchost                                                         780       True
svchost                                                         792       True
svchost                                                         824       True
svchost                                                         828       True
svchost                                                         860       True
svchost                                                         964       True
svchost                                                        1040       True
svchost                                                        1064       True
svchost                                                        1084       True
svchost                                                        1120       True
svchost                                                        1196       True
svchost                                                        1204       True
svchost                                                        1216       True
svchost                                                        1256       True
svchost                                                        1344       True
svchost                                                        1352       True
svchost                                                        1368       True
svchost                                                        1452       True
svchost                                                        1500       True
svchost                                                        1512       True
svchost                                                        1572       True
svchost                                                        1604       True
svchost                                                        1612       True
svchost                                                        1624       True
svchost                                                        1640       True
svchost                                                        1740       True
svchost                                                        2004       True
svchost                                                        2036       True
svchost                                                        2112       True
svchost                                                        2120       True
svchost                                                        2144       True
svchost                                                        2160       True
svchost                                                        2184       True
svchost                                                        2196       True
svchost                                                        2208       True
svchost                                                        2228       True
svchost                                                        2260       True
svchost                                                        2276       True
svchost                                                        2312       True
svchost                                                        2344       True
svchost                                                        2352       True
svchost                                                        2360       True
svchost                                                        2460       True
svchost                                                        2508       True
svchost                                                        2580       True
svchost                                                        2588       True
svchost                                                        2620       True
svchost                                                        3016       True
svchost                                                        3032       True
svchost                                                        3544       True
svchost                                                        3672       True
svchost                                                        3728       True
svchost                                                        3736       True
svchost                                                        3936       True
svchost                                                        3952       True
svchost                                                        4076       True
svchost                                                        4108       True
svchost                                                        5136       True
svchost                                                        5344       True
svchost                                                        5368       True
svchost                                                        5716       True
svchost                                                        6852       True
svchost                                                        7064       True
System                                                            4       True
taskhostw                                                      1844       True
Windows.WARP.JITService                                        2704       True
Windows.WARP.JITService                                        5872       True
WindowsInternal.ComposableShell.Experiences.TextInput.InputApp 2828       True
wininit                                                         444       True
winlogon                                                        504       True
WinStore.App                                                   3748      False
YourPhone                                                      5436       True
YourPhoneServer                                                4568       True


PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> clear
PS C:\Users\1144202885\ICESI\Sistemas_Operacionales\PowerShell\Clase4> Get-Process | ft Name,Id,@{n='VM(MB)';e={$_.VM / 1MB}},@{n='PM(MB)';e={$_.PM / 1MB}}

Name                                                             Id           VM(MB)       PM(MB)
----                                                             --           ------       ------
ApplicationFrameHost                                           5204          2101503  13,66015625
backgroundTaskHost                                             7124      2101817,125      8,84375
bash                                                           3256    4698,62109375   6,71484375
browser_broker                                                 5736 2134220,57421875   7,57421875
cmd                                                            4152   2101303,171875    2,1953125
conhost                                                        4804 2101422,94140625    7,1328125
csrss                                                           376 2101337,55078125   1,57421875
csrss                                                           452          2101343     1,609375
ctfmon                                                         4156 2101397,38671875   4,80078125
dasHost                                                        3056  2101324,5234375   3,07421875
dllhost                                                        1848  2101334,1640625    1,4453125
dllhost                                                        5792 2101392,92578125   3,82421875
dwm                                                             888  2101495,6484375           48
explorer                                                       4276 2101787,52734375   51,8515625
fontdrvhost                                                     704 2101342,00390625   1,78515625
fontdrvhost                                                     712 2101340,67578125     1,546875
git-bash                                                       6348    4206,62109375    1,6015625
Idle                                                              0        0,0078125    0,0546875
lsass                                                           580  2101346,6953125    6,8359375
Memory Compression                                             1292           52,625    0,1796875
Microsoft.Photos                                               3128     4948,9140625  39,82421875
MicrosoftEdge                                                  5276  2101760,8359375  34,62109375
MicrosoftEdgeCP                                                5220 2134243,49609375    5,8046875
MicrosoftEdgeCP                                                6096 2134795,62109375   77,2265625
MicrosoftEdgeCP                                                6640    2134243,21875    5,7265625
MicrosoftEdgeSH                                                6000  2134169,3984375    4,1328125
MsMpEng                                                        2448  2101843,5703125    162,59375
NisSrv                                                         3308  2101351,8203125   3,80859375
notepad                                                        4756   2101422,796875    2,7109375
OneDrive                                                       6440     403,20703125    23,640625
powershell_ise                                                  680      5089,734375 145,72265625
